,epoch,train/eval,batch_size,loss,acc
0,0,train,32,22.184497833251953,
0,0,train,32,22.229368209838867,
0,0,train,32,21.938980102539062,
0,0,train,32,22.10599708557129,
0,0,train,32,22.45962142944336,
0,0,train,32,22.25421142578125,
0,0,train,32,22.225542068481445,
0,0,train,32,22.48344612121582,
0,0,train,32,22.153738021850586,
0,0,train,32,21.792713165283203,
0,0,train,32,22.17721176147461,
0,0,train,32,22.083908081054688,
0,0,train,32,22.09750747680664,
0,0,train,32,22.17502212524414,
0,0,train,32,22.176931381225586,
0,0,train,32,21.74858856201172,
0,0,train,32,21.97650909423828,
0,0,train,32,21.930706024169922,
0,0,train,32,22.13681411743164,
0,0,train,32,21.815643310546875,
0,0,train,32,22.298845291137695,
0,0,train,32,21.85834503173828,
0,0,train,32,21.938217163085938,
0,0,train,32,21.797698974609375,
0,0,train,32,21.94632911682129,
0,0,train,32,21.936450958251953,
0,0,train,32,22.186840057373047,
0,0,train,32,22.285587310791016,
0,0,train,32,22.234542846679688,
0,0,train,32,22.0262451171875,
0,0,train,32,22.00286865234375,
0,0,train,32,21.89015007019043,
0,0,train,32,22.087451934814453,
0,0,train,32,22.130455017089844,
0,0,train,32,22.02782440185547,
0,0,train,32,22.22230339050293,
0,0,train,32,21.966310501098633,
0,0,train,32,22.192276000976562,
0,0,train,32,21.877086639404297,
0,0,train,32,22.087127685546875,
0,0,train,32,22.051586151123047,
0,0,train,32,22.432296752929688,
0,0,train,32,22.028032302856445,
0,0,train,32,21.971942901611328,
0,0,train,32,22.148860931396484,
0,0,train,32,22.121498107910156,
0,0,train,32,21.811275482177734,
0,0,train,32,22.186153411865234,
0,0,train,32,21.796417236328125,
0,0,train,32,21.830469131469727,
0,0,train,32,22.14491081237793,
0,0,train,32,21.89056396484375,
0,0,train,32,21.790306091308594,
0,0,train,32,21.998384475708008,
0,0,train,32,21.829113006591797,
0,0,train,32,21.89081573486328,
0,0,train,32,22.240577697753906,
0,0,train,32,22.194828033447266,
0,0,train,32,21.95166015625,
0,0,train,32,21.841411590576172,
0,0,train,32,22.036102294921875,
0,0,train,32,21.59628677368164,
0,0,train,32,21.82438850402832,
0,0,train,32,22.00420379638672,
0,0,train,32,21.834197998046875,
0,0,train,32,21.993860244750977,
0,0,train,32,21.68451690673828,
0,0,train,32,22.01114273071289,
0,0,train,32,21.796833038330078,
0,0,train,32,22.043041229248047,
0,0,train,32,21.670902252197266,
0,0,train,32,21.542497634887695,
0,0,train,32,21.672317504882812,
0,0,train,32,21.87305450439453,
0,0,train,32,21.788591384887695,
0,0,train,32,21.8707218170166,
